method,split,seed,success,success_ci95,mechanism_recall,mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_failure,tail_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups,regret_to_oracle
oracle_mechanism_coverage,seen_task_shift,2,0.7299,0.0142,0.7809,0.0029,0.0104,0.0022,0.0493,0.002,0.091,0.0014,0.1923,0.0,0.7959,0.003,35,0.0
oracle_mechanism_coverage,seen_task_shift,3,0.7133,0.0148,0.7821,0.004,0.0103,0.002,0.0499,0.0018,0.0908,0.0014,0.1923,0.0,0.7969,0.0026,35,0.0
oracle_mechanism_coverage,seen_task_shift,4,0.7136,0.0201,0.7799,0.0027,0.0113,0.0022,0.0501,0.0019,0.0909,0.0015,0.1923,0.0,0.7993,0.0025,35,0.0
oracle_mechanism_coverage,seen_task_shift,5,0.7197,0.0147,0.7776,0.0033,0.0107,0.0017,0.049,0.0021,0.0913,0.0013,0.1923,0.0,0.7974,0.0023,35,0.0
oracle_mechanism_coverage,seen_task_shift,6,0.7173,0.0149,0.7827,0.0032,0.0119,0.0022,0.0493,0.0021,0.0896,0.0013,0.1923,0.0,0.7935,0.003,35,0.0
oracle_mechanism_coverage,unseen_object_shift,0,0.7167,0.0179,0.7752,0.003,0.012,0.0027,0.0508,0.0019,0.0953,0.0015,0.1974,0.0,0.7931,0.0025,35,0.0
oracle_mechanism_coverage,unseen_object_shift,1,0.7099,0.0122,0.7734,0.0038,0.0137,0.0019,0.0512,0.0023,0.094,0.0011,0.1974,0.0,0.7904,0.0033,35,0.0
oracle_mechanism_coverage,unseen_object_shift,2,0.6755,0.0176,0.7701,0.0034,0.0137,0.0022,0.0506,0.0024,0.0952,0.0013,0.1974,0.0,0.7883,0.0026,35,0.0
oracle_mechanism_coverage,unseen_object_shift,3,0.7027,0.0129,0.7749,0.0025,0.0136,0.0022,0.0495,0.0022,0.095,0.0013,0.1974,0.0,0.7907,0.0028,35,0.0
oracle_mechanism_coverage,unseen_object_shift,4,0.7085,0.0177,0.7697,0.0029,0.012,0.0019,0.0501,0.0022,0.0949,0.0013,0.1974,0.0,0.7912,0.0028,35,0.0
oracle_mechanism_coverage,unseen_object_shift,5,0.7017,0.0162,0.7706,0.0035,0.0107,0.0019,0.0521,0.0018,0.0944,0.0016,0.1974,0.0,0.7928,0.0031,35,0.0
oracle_mechanism_coverage,unseen_object_shift,6,0.6806,0.0147,0.7745,0.0034,0.0139,0.0023,0.051,0.0021,0.0945,0.0015,0.1974,0.0,0.7909,0.003,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,0,0.7054,0.0197,0.7468,0.003,0.0147,0.0022,0.0517,0.0021,0.0984,0.0013,0.2012,0.0,0.7849,0.003,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,1,0.6983,0.0177,0.7472,0.0024,0.0143,0.0027,0.0509,0.002,0.0978,0.0013,0.2012,0.0,0.7864,0.0025,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,2,0.6772,0.019,0.7472,0.0031,0.0143,0.0026,0.0525,0.0018,0.0978,0.0012,0.2012,0.0,0.7849,0.0023,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,3,0.6789,0.0163,0.7489,0.003,0.0154,0.0021,0.0513,0.0018,0.0985,0.0014,0.2012,0.0,0.785,0.0022,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,4,0.6976,0.0187,0.7461,0.0032,0.014,0.0025,0.0516,0.0019,0.0987,0.0012,0.2012,0.0,0.7868,0.0027,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,5,0.6779,0.0156,0.7457,0.0036,0.0124,0.0023,0.0504,0.0021,0.0987,0.0015,0.2012,0.0,0.7861,0.0028,35,0.0
oracle_mechanism_coverage,unseen_mechanism_shift,6,0.6847,0.0175,0.7459,0.0037,0.0157,0.0027,0.0515,0.0018,0.0986,0.0013,0.2012,0.0,0.7829,0.0024,35,0.0
oracle_mechanism_coverage,combined_stress,0,0.6534,0.0187,0.7463,0.0036,0.0149,0.0024,0.0523,0.0023,0.1034,0.0012,0.2083,0.0,0.7791,0.0026,35,0.0
oracle_mechanism_coverage,combined_stress,1,0.6687,0.0156,0.7439,0.0032,0.0155,0.0025,0.0524,0.0026,0.1034,0.0013,0.2083,0.0,0.7787,0.0024,35,0.0
oracle_mechanism_coverage,combined_stress,2,0.6605,0.0199,0.7442,0.0034,0.0151,0.0026,0.0532,0.002,0.1041,0.0016,0.2083,0.0,0.7789,0.0028,35,0.0
oracle_mechanism_coverage,combined_stress,3,0.6745,0.0179,0.7463,0.0029,0.016,0.0029,0.0525,0.0021,0.1027,0.0016,0.2083,0.0,0.7759,0.0025,35,0.0
oracle_mechanism_coverage,combined_stress,4,0.6697,0.0169,0.7444,0.0042,0.014,0.0025,0.0525,0.0022,0.1042,0.0014,0.2083,0.0,0.7752,0.0023,35,0.0
oracle_mechanism_coverage,combined_stress,5,0.6731,0.0162,0.7468,0.0032,0.0141,0.0023,0.0527,0.0024,0.1038,0.0013,0.2083,0.0,0.778,0.0021,35,0.0
oracle_mechanism_coverage,combined_stress,6,0.6578,0.0128,0.7478,0.0031,0.0134,0.0022,0.0532,0.0025,0.1035,0.0014,0.2083,0.0,0.7773,0.0023,35,0.0
