method,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
mechanism_coverage_gap_audit_v5,5,0.650521,0.020753,0.647733,0.00203,0.728642,0.019819,0.685068,0.001175,0.568857,0.001216,0.010487,0.000852,0.051766,0.000872,0.028149,0.000562,0.100703,0.000367,0.192532,0.000218,0.122865,0.000229,0.034623,0.000608,0.042307,0.000595,0.036175,0.000583,0.027477,0.000253,0.063386,0.001585,0.137328,0.018353,320
mechanism_coverage_gap_audit_v5,6,0.647396,0.022041,0.647459,0.001959,0.722913,0.020668,0.68477,0.001094,0.568848,0.001179,0.010792,0.000842,0.051931,0.000878,0.028077,0.000531,0.100829,0.000373,0.192532,0.000218,0.122865,0.000229,0.034793,0.000601,0.042066,0.0006,0.036003,0.000576,0.027414,0.000259,0.063779,0.001577,0.151393,0.01883,320
mechanism_coverage_gap_audit_v5,7,0.66875,0.021348,0.647106,0.001961,0.745447,0.020178,0.685287,0.001107,0.568318,0.001225,0.010454,0.000887,0.051335,0.000849,0.028019,0.00055,0.100375,0.000404,0.192532,0.000218,0.122865,0.000229,0.035039,0.000612,0.042222,0.000607,0.036121,0.000593,0.027344,0.000253,0.062965,0.001592,0.131406,0.017713,320
mechanism_coverage_gap_audit_v5,8,0.644792,0.021115,0.646659,0.002047,0.722593,0.020109,0.683997,0.001098,0.567929,0.001196,0.010535,0.000835,0.051682,0.000856,0.027968,0.000552,0.100787,0.000396,0.192532,0.000218,0.122865,0.000229,0.034635,0.000569,0.042292,0.000614,0.036024,0.000577,0.027336,0.000255,0.06328,0.001538,0.151647,0.018915,320
mechanism_coverage_gap_audit_v5,9,0.625,0.020601,0.647268,0.002038,0.702523,0.019465,0.684216,0.001076,0.568391,0.001197,0.010597,0.000875,0.051588,0.000908,0.028104,0.000567,0.100488,0.000378,0.192532,0.000218,0.122865,0.000229,0.034772,0.000597,0.041887,0.000599,0.035974,0.000602,0.027255,0.000271,0.063341,0.001639,0.151759,0.018888,320
oracle_mechanism_labeled_selector,0,0.739583,0.019634,0.729812,0.001617,0.821708,0.017255,0.735486,0.001127,0.617501,0.001183,0.000207,9.4e-05,0.039186,0.000534,0.023019,0.000376,0.085952,0.000359,0.183859,0.000218,0.116196,0.000175,0.031188,0.000413,0.035755,0.000391,0.030127,0.000407,0.02388,0.000217,0.041106,0.000509,0.0,0.0,320
oracle_mechanism_labeled_selector,1,0.733854,0.020165,0.729555,0.001602,0.816479,0.017877,0.735365,0.001134,0.616181,0.001161,0.000172,9.6e-05,0.039586,0.000537,0.023127,0.000359,0.086011,0.000368,0.183859,0.000218,0.116196,0.000175,0.031286,0.000424,0.035679,0.000413,0.030608,0.000395,0.023858,0.000218,0.041425,0.000498,0.0,0.0,320
oracle_mechanism_labeled_selector,2,0.724479,0.019786,0.729483,0.001606,0.809772,0.017811,0.734566,0.001065,0.615562,0.001193,0.000223,9.8e-05,0.039211,0.000488,0.02328,0.00037,0.085937,0.000346,0.183859,0.000218,0.116196,0.000175,0.031341,0.000426,0.035987,0.000409,0.030449,0.000411,0.023849,0.000221,0.041271,0.000463,0.0,0.0,320
oracle_mechanism_labeled_selector,3,0.723958,0.021742,0.730168,0.001711,0.804682,0.019305,0.735454,0.001098,0.616605,0.00118,0.000258,0.000148,0.03954,0.000522,0.023199,0.000379,0.085841,0.000367,0.183859,0.000218,0.116196,0.000175,0.031285,0.000406,0.0358,0.000421,0.030577,0.000408,0.023899,0.000217,0.041512,0.000548,0.0,0.0,320
oracle_mechanism_labeled_selector,4,0.7375,0.019351,0.729694,0.001663,0.819715,0.016942,0.735312,0.001133,0.615317,0.001193,0.000246,0.000119,0.039469,0.000506,0.022994,0.000395,0.085873,0.000371,0.183859,0.000218,0.116196,0.000175,0.031217,0.000434,0.035508,0.000414,0.030194,0.00039,0.023859,0.000223,0.041345,0.000525,0.0,0.0,320
oracle_mechanism_labeled_selector,5,0.720833,0.018523,0.730154,0.001667,0.808813,0.016773,0.736053,0.001187,0.617235,0.001194,0.000202,0.000102,0.039506,0.000518,0.023239,0.000367,0.085978,0.000409,0.183859,0.000218,0.116196,0.000175,0.031378,0.000416,0.035919,0.000393,0.03013,0.000385,0.024012,0.000229,0.041451,0.000493,0.0,0.0,320
oracle_mechanism_labeled_selector,6,0.729688,0.019433,0.729336,0.001698,0.814729,0.017354,0.737204,0.001054,0.616368,0.001114,0.000173,8.9e-05,0.039221,0.000517,0.023092,0.000347,0.085661,0.000359,0.183859,0.000218,0.116196,0.000175,0.030783,0.0004,0.035793,0.000418,0.030474,0.000423,0.02394,0.00022,0.041135,0.000485,0.0,0.0,320
oracle_mechanism_labeled_selector,7,0.728646,0.020211,0.730159,0.001627,0.812323,0.018012,0.735197,0.001106,0.616905,0.001195,0.000277,0.000125,0.038882,0.000512,0.023041,0.000382,0.085698,0.000403,0.183859,0.000218,0.116196,0.000175,0.031192,0.000399,0.035876,0.000415,0.030279,0.000392,0.024159,0.000212,0.040959,0.000515,0.0,0.0,320
oracle_mechanism_labeled_selector,8,0.738021,0.019676,0.73027,0.001691,0.820342,0.017324,0.735262,0.001139,0.617238,0.001254,0.000271,0.000132,0.039267,0.000531,0.023435,0.000386,0.085747,0.000364,0.183859,0.000218,0.116196,0.000175,0.031085,0.000391,0.035725,0.000406,0.030117,0.000423,0.024069,0.000231,0.041439,0.00054,0.0,0.0,320
oracle_mechanism_labeled_selector,9,0.717708,0.018797,0.729071,0.001699,0.805225,0.01702,0.735378,0.001122,0.616755,0.001177,0.000311,0.000147,0.039622,0.000512,0.023167,0.000357,0.086023,0.00037,0.183859,0.000218,0.116196,0.000175,0.031063,0.000397,0.035847,0.000386,0.030626,0.00041,0.024046,0.00023,0.041612,0.000517,0.0,0.0,320
