method,split,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
trajectory_count_selection,provenance_label_shift,9,0.414583,0.044634,0.418369,0.010597,0.370562,0.044946,0.188762,0.001951,0.135846,0.002216,0.141555,0.009878,0.14699,0.007988,0.060477,0.00425,0.214324,0.000648,0.099238,0.0,0.088529,0.001309,0.058705,0.004348,0.090777,0.00443,0.08035,0.002783,0.059662,0.001236,0.282035,0.017506,0.426839,0.051556,80
trajectory_count_selection,heldout_combined_catalog_gap,0,0.379167,0.043864,0.392094,0.011622,0.329098,0.043092,0.177861,0.001917,0.128582,0.002137,0.158011,0.011029,0.168193,0.009417,0.066003,0.004845,0.217146,0.000672,0.102598,0.0,0.090694,0.001298,0.058453,0.004378,0.107247,0.005203,0.079735,0.002648,0.065995,0.001342,0.317157,0.01996,0.467844,0.055235,80
trajectory_count_selection,heldout_combined_catalog_gap,1,0.425,0.041864,0.391417,0.012029,0.371952,0.041787,0.176646,0.002108,0.127178,0.001994,0.15783,0.011085,0.167277,0.009451,0.06572,0.004858,0.21704,0.000681,0.102598,0.0,0.090694,0.001298,0.058622,0.004227,0.106668,0.005221,0.080228,0.002717,0.065708,0.001327,0.316147,0.019936,0.469581,0.050339,80
trajectory_count_selection,heldout_combined_catalog_gap,2,0.40625,0.046432,0.39252,0.011864,0.355956,0.045859,0.178023,0.002137,0.127657,0.002322,0.15728,0.011141,0.167111,0.00953,0.065791,0.004844,0.216861,0.000711,0.102598,0.0,0.090694,0.001298,0.05749,0.004342,0.107066,0.005183,0.079854,0.002688,0.065839,0.00119,0.315509,0.02013,0.452901,0.056432,80
trajectory_count_selection,heldout_combined_catalog_gap,3,0.383333,0.041255,0.393487,0.012,0.331527,0.041183,0.178344,0.001651,0.128853,0.001997,0.157084,0.011395,0.167029,0.009475,0.06608,0.004778,0.216894,0.000689,0.102598,0.0,0.090694,0.001298,0.058889,0.004225,0.107427,0.005252,0.080086,0.00265,0.066408,0.00141,0.315396,0.02027,0.444287,0.049882,80
trajectory_count_selection,heldout_combined_catalog_gap,4,0.404167,0.045674,0.391812,0.011791,0.353908,0.044828,0.176905,0.0019,0.129041,0.002073,0.157211,0.011088,0.168599,0.009364,0.066313,0.004748,0.217095,0.000618,0.102598,0.0,0.090694,0.001298,0.058181,0.004219,0.106986,0.005259,0.079732,0.002841,0.065295,0.001283,0.316816,0.019899,0.485911,0.053062,80
trajectory_count_selection,heldout_combined_catalog_gap,5,0.372917,0.044728,0.391569,0.011974,0.325084,0.043323,0.177689,0.002065,0.127719,0.002442,0.158262,0.011318,0.167467,0.009454,0.066212,0.004877,0.216621,0.000663,0.102598,0.0,0.090694,0.001298,0.059103,0.004401,0.106752,0.005229,0.079554,0.002702,0.065949,0.001265,0.316968,0.020212,0.508286,0.04609,80
trajectory_count_selection,heldout_combined_catalog_gap,6,0.429167,0.040584,0.392911,0.011781,0.377274,0.040624,0.180059,0.002159,0.127712,0.002303,0.157965,0.011132,0.16799,0.009543,0.066188,0.00482,0.216727,0.000683,0.102598,0.0,0.090694,0.001298,0.058032,0.004365,0.107389,0.005273,0.079435,0.002601,0.066046,0.001293,0.317051,0.020091,0.427089,0.050996,80
trajectory_count_selection,heldout_combined_catalog_gap,7,0.360417,0.040862,0.391835,0.011846,0.309061,0.039948,0.179635,0.002204,0.125674,0.001915,0.157711,0.011191,0.167021,0.00938,0.066631,0.004861,0.21648,0.000502,0.102598,0.0,0.090694,0.001298,0.058533,0.004379,0.107061,0.005131,0.0799,0.002644,0.066361,0.001392,0.316293,0.020056,0.537459,0.049108,80
trajectory_count_selection,heldout_combined_catalog_gap,8,0.377083,0.040986,0.391149,0.011873,0.325753,0.03983,0.177685,0.002163,0.129974,0.001984,0.157847,0.01134,0.167864,0.009491,0.066217,0.004972,0.216911,0.000705,0.102598,0.0,0.090694,0.001298,0.058532,0.004366,0.107371,0.005289,0.079758,0.002813,0.065772,0.001375,0.316854,0.020358,0.478034,0.051984,80
trajectory_count_selection,heldout_combined_catalog_gap,9,0.35625,0.038434,0.391859,0.012037,0.301975,0.039172,0.177711,0.002111,0.128101,0.002311,0.157616,0.011187,0.167194,0.009482,0.065935,0.004853,0.216521,0.000709,0.102598,0.0,0.090694,0.001298,0.057575,0.004265,0.107652,0.005319,0.080246,0.002585,0.065613,0.001201,0.315979,0.020178,0.495901,0.052697,80
task_count_selection,nominal_catalog,0,0.558333,0.041541,0.534295,0.006709,0.551904,0.041525,0.273108,0.002094,0.204943,0.002023,0.090671,0.005734,0.063137,0.002705,0.041172,0.002373,0.1901,0.000707,0.115066,0.0,0.093004,0.000652,0.042918,0.002316,0.051793,0.002896,0.037447,0.001539,0.032922,0.000748,0.158609,0.008632,0.333784,0.046699,80
task_count_selection,nominal_catalog,1,0.529167,0.041408,0.535897,0.006726,0.522826,0.041606,0.277135,0.002153,0.203152,0.002541,0.091063,0.00554,0.063919,0.002655,0.041113,0.002408,0.190475,0.000655,0.115066,0.0,0.093004,0.000652,0.043367,0.002171,0.051955,0.002417,0.037881,0.001419,0.033039,0.000736,0.15956,0.008447,0.349782,0.047171,80
task_count_selection,nominal_catalog,2,0.50625,0.040862,0.535912,0.006715,0.500353,0.040949,0.274975,0.001737,0.204346,0.002343,0.090155,0.005604,0.06282,0.002789,0.040675,0.002365,0.19067,0.000636,0.115066,0.0,0.093004,0.000652,0.042652,0.002187,0.051627,0.002679,0.03692,0.001355,0.032997,0.000753,0.157607,0.008558,0.372693,0.046952,80
task_count_selection,nominal_catalog,3,0.53125,0.046523,0.536241,0.006761,0.524494,0.046756,0.274836,0.001821,0.202599,0.002052,0.091002,0.005751,0.063936,0.002632,0.041073,0.002383,0.191146,0.00065,0.115066,0.0,0.093004,0.000652,0.043048,0.002249,0.051557,0.00269,0.036955,0.001335,0.033045,0.000754,0.15949,0.008608,0.374411,0.050058,80
task_count_selection,nominal_catalog,4,0.50625,0.045179,0.535788,0.006695,0.500092,0.04539,0.275567,0.001741,0.202716,0.002375,0.09173,0.005712,0.06333,0.002728,0.040848,0.002364,0.190912,0.00055,0.115066,0.0,0.093004,0.000652,0.043353,0.002143,0.051263,0.002728,0.037507,0.001645,0.032661,0.000729,0.159651,0.008578,0.386533,0.052829,80
task_count_selection,nominal_catalog,5,0.541667,0.047388,0.535562,0.006784,0.535408,0.047498,0.274963,0.002063,0.202316,0.002007,0.090592,0.005623,0.063373,0.002723,0.040973,0.00236,0.190277,0.000645,0.115066,0.0,0.093004,0.000652,0.043437,0.00226,0.051823,0.002645,0.037169,0.001516,0.033086,0.000752,0.158608,0.008572,0.370918,0.046981,80
task_count_selection,nominal_catalog,6,0.554167,0.047841,0.535428,0.006652,0.547994,0.047885,0.274314,0.00184,0.203587,0.00204,0.090975,0.005667,0.062705,0.002634,0.04096,0.002441,0.190714,0.000592,0.115066,0.0,0.093004,0.000652,0.043365,0.002142,0.051964,0.002702,0.037002,0.001483,0.033113,0.000746,0.158484,0.008577,0.342333,0.052549,80
task_count_selection,nominal_catalog,7,0.51875,0.043871,0.535222,0.006632,0.51267,0.043974,0.275876,0.002058,0.203011,0.002214,0.090846,0.005694,0.063604,0.002794,0.041136,0.002342,0.190319,0.0006,0.115066,0.0,0.093004,0.000652,0.043296,0.002269,0.051631,0.002555,0.037845,0.001534,0.033176,0.000734,0.159116,0.008679,0.387742,0.048952,80
task_count_selection,nominal_catalog,8,0.56875,0.040965,0.53498,0.006618,0.562619,0.041289,0.277407,0.001957,0.20332,0.002065,0.09076,0.005621,0.063431,0.002682,0.040973,0.00235,0.190777,0.000791,0.115066,0.0,0.093004,0.000652,0.043042,0.002161,0.051073,0.002684,0.037243,0.001365,0.033376,0.000793,0.158819,0.008451,0.317374,0.049077,80
task_count_selection,nominal_catalog,9,0.527083,0.046287,0.536715,0.006676,0.52097,0.046443,0.275551,0.001856,0.205398,0.001949,0.090275,0.005515,0.063349,0.002811,0.040859,0.002453,0.190971,0.000639,0.115066,0.0,0.093004,0.000652,0.043429,0.002053,0.051517,0.002626,0.037352,0.00152,0.033067,0.00083,0.158216,0.008482,0.365307,0.050835,80
task_count_selection,task_shift,0,0.466667,0.048061,0.501895,0.007819,0.451305,0.047561,0.263548,0.00213,0.194512,0.001933,0.107613,0.007231,0.089526,0.004212,0.045457,0.002672,0.194438,0.000707,0.120346,0.0,0.097037,0.000724,0.045214,0.002364,0.060215,0.002958,0.04195,0.001615,0.041518,0.000921,0.197487,0.011381,0.414028,0.05177,80
task_count_selection,task_shift,1,0.5,0.048271,0.502343,0.008165,0.484431,0.048557,0.266911,0.001855,0.192285,0.002282,0.107857,0.007407,0.088753,0.00427,0.044924,0.002773,0.195029,0.000637,0.120346,0.0,0.097037,0.000724,0.045203,0.002334,0.060002,0.002982,0.042145,0.001693,0.041029,0.000803,0.196883,0.011688,0.387127,0.054676,80
task_count_selection,task_shift,2,0.522917,0.046031,0.500685,0.008145,0.507111,0.046155,0.266493,0.001857,0.193678,0.001836,0.107446,0.007175,0.089601,0.004169,0.045555,0.002723,0.195067,0.000597,0.120346,0.0,0.097037,0.000724,0.045157,0.002461,0.060063,0.002969,0.041818,0.001708,0.04113,0.00087,0.197425,0.011263,0.36718,0.051212,80
task_count_selection,task_shift,3,0.4875,0.047486,0.501796,0.007919,0.471613,0.047495,0.265761,0.002213,0.192824,0.002084,0.107991,0.007165,0.08915,0.004256,0.045187,0.002677,0.194876,0.000674,0.120346,0.0,0.097037,0.000724,0.044743,0.002456,0.060047,0.002992,0.042365,0.001652,0.040768,0.000928,0.197447,0.011304,0.399535,0.053514,80
task_count_selection,task_shift,4,0.516667,0.040093,0.501382,0.008026,0.500181,0.040397,0.266196,0.002118,0.18939,0.002378,0.108741,0.007169,0.089763,0.004266,0.044993,0.002936,0.194544,0.000673,0.120346,0.0,0.097037,0.000724,0.044666,0.002495,0.059831,0.00304,0.041933,0.001537,0.041377,0.000796,0.19856,0.011471,0.379633,0.044187,80
task_count_selection,task_shift,5,0.522917,0.047475,0.502701,0.007993,0.506953,0.047689,0.263728,0.001997,0.192192,0.002321,0.107545,0.007151,0.088561,0.004488,0.045407,0.002684,0.195174,0.000629,0.120346,0.0,0.097037,0.000724,0.04476,0.002438,0.060197,0.002952,0.041991,0.001568,0.040878,0.000974,0.19667,0.011494,0.333843,0.05257,80
task_count_selection,task_shift,6,0.489583,0.042443,0.501855,0.008074,0.474392,0.042599,0.266302,0.001761,0.191354,0.002294,0.108121,0.007175,0.088776,0.004378,0.045268,0.00282,0.195424,0.000703,0.120346,0.0,0.097037,0.000724,0.045101,0.002347,0.05968,0.003075,0.041937,0.001575,0.041055,0.000947,0.197337,0.011521,0.398238,0.05195,80
task_count_selection,task_shift,7,0.522917,0.040986,0.501576,0.00798,0.506107,0.041838,0.263557,0.001867,0.189951,0.002001,0.108606,0.007207,0.090201,0.004363,0.044899,0.002668,0.194709,0.000709,0.120346,0.0,0.097037,0.000724,0.044816,0.002449,0.05976,0.003032,0.041587,0.001618,0.040595,0.000873,0.198706,0.011522,0.370584,0.042419,80
task_count_selection,task_shift,8,0.489583,0.046614,0.501796,0.007834,0.473543,0.046929,0.266809,0.001928,0.190393,0.00187,0.107877,0.007149,0.088488,0.004294,0.044786,0.00267,0.195344,0.000716,0.120346,0.0,0.097037,0.000724,0.044806,0.002386,0.05928,0.002941,0.04212,0.001541,0.041123,0.00091,0.196636,0.011355,0.408506,0.052405,80
task_count_selection,task_shift,9,0.508333,0.046815,0.501433,0.007966,0.492244,0.047093,0.264838,0.001943,0.193834,0.00183,0.107928,0.007333,0.088252,0.004357,0.045444,0.002758,0.195099,0.000717,0.120346,0.0,0.097037,0.000724,0.044841,0.002427,0.059988,0.002962,0.04209,0.001645,0.040878,0.000813,0.196839,0.011682,0.387768,0.05632,80
task_count_selection,object_shift,0,0.51875,0.044634,0.489771,0.008381,0.499336,0.044874,0.261239,0.00217,0.186428,0.002224,0.109063,0.007454,0.102468,0.005187,0.046685,0.002974,0.19732,0.000643,0.123226,0.0,0.099264,0.000768,0.045632,0.002581,0.064972,0.003267,0.044852,0.001697,0.044797,0.000956,0.209257,0.012454,0.346914,0.052038,80
task_count_selection,object_shift,1,0.502083,0.051156,0.489542,0.008364,0.482022,0.051688,0.25965,0.002056,0.18705,0.002322,0.109276,0.007427,0.103522,0.005124,0.047387,0.002976,0.196964,0.000646,0.123226,0.0,0.099264,0.000768,0.045738,0.002706,0.064452,0.003266,0.045162,0.00182,0.044844,0.000887,0.210611,0.012361,0.401996,0.053815,80
task_count_selection,object_shift,2,0.48125,0.05099,0.490279,0.008194,0.462073,0.050936,0.260149,0.002073,0.186654,0.002404,0.109227,0.007342,0.101076,0.005136,0.04674,0.002912,0.197665,0.000648,0.123226,0.0,0.099264,0.000768,0.046117,0.002578,0.06436,0.003126,0.045507,0.001701,0.044542,0.000926,0.208404,0.012247,0.385068,0.055132,80
task_count_selection,object_shift,3,0.46875,0.044292,0.489721,0.008032,0.449342,0.044827,0.262065,0.00197,0.186417,0.002226,0.109232,0.007182,0.102215,0.004988,0.047268,0.002993,0.197913,0.000645,0.123226,0.0,0.099264,0.000768,0.045658,0.002578,0.065685,0.003243,0.044837,0.001764,0.04483,0.00084,0.209527,0.012036,0.402781,0.053096,80
task_count_selection,object_shift,4,0.495833,0.042296,0.489422,0.008349,0.475203,0.043057,0.258487,0.001801,0.187148,0.002462,0.110233,0.007564,0.103135,0.005041,0.046942,0.002981,0.197919,0.000729,0.123226,0.0,0.099264,0.000768,0.046288,0.002668,0.064999,0.003175,0.045025,0.001673,0.044934,0.00095,0.211056,0.012438,0.372982,0.048273,80
task_count_selection,object_shift,5,0.479167,0.046262,0.490531,0.00808,0.458941,0.046398,0.259528,0.001782,0.185788,0.002094,0.109697,0.007373,0.102482,0.005102,0.04686,0.002942,0.197575,0.000702,0.123226,0.0,0.099264,0.000768,0.045841,0.002484,0.064631,0.003219,0.045647,0.00174,0.045005,0.00088,0.209988,0.012273,0.417522,0.054501,80
task_count_selection,object_shift,6,0.4875,0.042614,0.489782,0.008098,0.467054,0.043084,0.25991,0.002133,0.184856,0.002372,0.10944,0.007338,0.103319,0.004952,0.046947,0.002906,0.197326,0.000587,0.123226,0.0,0.099264,0.000768,0.045356,0.002632,0.065168,0.00322,0.044978,0.001688,0.04512,0.000899,0.210402,0.01211,0.377448,0.051023,80
task_count_selection,object_shift,7,0.45625,0.047118,0.489498,0.008165,0.436913,0.047416,0.259483,0.00208,0.187315,0.002278,0.109716,0.007316,0.102291,0.005212,0.046853,0.002943,0.197575,0.000687,0.123226,0.0,0.099264,0.000768,0.045957,0.002635,0.065063,0.003236,0.044767,0.001754,0.044721,0.000908,0.20986,0.012307,0.423398,0.056671,80
task_count_selection,object_shift,8,0.479167,0.043632,0.490884,0.008111,0.459186,0.0437,0.261461,0.001825,0.186542,0.002182,0.10984,0.007399,0.101484,0.005168,0.04704,0.002938,0.197681,0.000584,0.123226,0.0,0.099264,0.000768,0.045682,0.002519,0.064855,0.003265,0.045727,0.001678,0.044884,0.000978,0.209473,0.012383,0.374763,0.051098,80
task_count_selection,object_shift,9,0.514583,0.041983,0.490147,0.008388,0.495271,0.04241,0.262149,0.002005,0.187795,0.002039,0.109277,0.007328,0.102248,0.005008,0.047199,0.002912,0.197316,0.000588,0.123226,0.0,0.099264,0.000768,0.046023,0.002725,0.064813,0.003191,0.045138,0.001716,0.045098,0.000865,0.209562,0.012173,0.320654,0.046548,80
task_count_selection,embodiment_shift,0,0.5125,0.045674,0.470245,0.008955,0.484902,0.046655,0.251717,0.001928,0.182059,0.002341,0.121137,0.008533,0.114927,0.005867,0.053906,0.003608,0.199239,0.000685,0.125626,0.0,0.101346,0.000836,0.04743,0.002811,0.100104,0.004788,0.048715,0.001826,0.050055,0.001043,0.234285,0.014336,0.353157,0.051621,80
task_count_selection,embodiment_shift,1,0.472917,0.048773,0.470532,0.009299,0.446325,0.048714,0.250632,0.001951,0.179343,0.002249,0.121031,0.008395,0.114328,0.005933,0.053866,0.00374,0.199608,0.000623,0.125626,0.0,0.101346,0.000836,0.047686,0.002814,0.100205,0.004701,0.049454,0.001817,0.050782,0.001044,0.23371,0.01431,0.431079,0.054099,80
task_count_selection,embodiment_shift,2,0.48125,0.045755,0.470926,0.009252,0.455128,0.045004,0.253509,0.002015,0.181909,0.002244,0.120284,0.008447,0.114936,0.006143,0.053587,0.003668,0.199619,0.000591,0.125626,0.0,0.101346,0.000836,0.046829,0.002828,0.100185,0.004813,0.049583,0.00183,0.050458,0.001107,0.233279,0.014397,0.372513,0.053682,80
task_count_selection,embodiment_shift,3,0.458333,0.044825,0.470826,0.00908,0.432292,0.044425,0.253386,0.002063,0.181517,0.002447,0.120135,0.008327,0.114892,0.005818,0.053779,0.003648,0.199519,0.000778,0.125626,0.0,0.101346,0.000836,0.047125,0.002792,0.10058,0.0049,0.049253,0.001838,0.050581,0.001102,0.233193,0.014062,0.426008,0.047556,80
task_count_selection,embodiment_shift,4,0.495833,0.04648,0.469437,0.009037,0.468449,0.047217,0.251827,0.001915,0.181702,0.002403,0.121456,0.008397,0.115627,0.005696,0.05406,0.003648,0.199604,0.000643,0.125626,0.0,0.101346,0.000836,0.047882,0.002856,0.099848,0.004929,0.049027,0.001926,0.050517,0.001067,0.235206,0.013978,0.379114,0.052984,80
task_count_selection,embodiment_shift,5,0.495833,0.04025,0.470357,0.009294,0.468062,0.040735,0.250308,0.00206,0.182022,0.002133,0.121146,0.008218,0.114734,0.005972,0.053827,0.003651,0.199833,0.000631,0.125626,0.0,0.101346,0.000836,0.047618,0.002797,0.099898,0.004815,0.048714,0.001862,0.050364,0.001128,0.23411,0.014041,0.37631,0.047464,80
task_count_selection,embodiment_shift,6,0.435417,0.045939,0.471006,0.009092,0.410149,0.045142,0.253138,0.00185,0.181484,0.002256,0.121634,0.008221,0.115077,0.005924,0.054223,0.003633,0.199139,0.000627,0.125626,0.0,0.101346,0.000836,0.047494,0.002746,0.100518,0.004948,0.048961,0.001823,0.05096,0.001033,0.235053,0.014015,0.410621,0.054804,80
task_count_selection,embodiment_shift,7,0.452083,0.04117,0.470976,0.009105,0.424832,0.041606,0.251884,0.002048,0.18014,0.001992,0.120682,0.008271,0.11463,0.005979,0.053794,0.003735,0.19919,0.000629,0.125626,0.0,0.101346,0.000836,0.047286,0.00292,0.10035,0.004772,0.049539,0.00175,0.050497,0.001035,0.233552,0.01414,0.407327,0.05031,80
task_count_selection,embodiment_shift,8,0.452083,0.045458,0.470785,0.009233,0.425768,0.045155,0.251274,0.001834,0.182155,0.002078,0.120894,0.008467,0.115545,0.005973,0.054406,0.003823,0.199423,0.000609,0.125626,0.0,0.101346,0.000836,0.047561,0.002908,0.100227,0.0048,0.048983,0.001726,0.050881,0.001099,0.234756,0.014432,0.403431,0.051952,80
task_count_selection,embodiment_shift,9,0.4625,0.042296,0.47054,0.00911,0.435708,0.04254,0.252522,0.001764,0.179494,0.002213,0.120887,0.008346,0.114785,0.005976,0.053951,0.003741,0.199457,0.000717,0.125626,0.0,0.101346,0.000836,0.047006,0.002797,0.100243,0.004859,0.048455,0.001752,0.050491,0.001031,0.233951,0.01423,0.372516,0.052252,80
task_count_selection,mechanism_shift,0,0.45,0.042861,0.452173,0.009817,0.418981,0.042923,0.237994,0.001924,0.175886,0.001927,0.130384,0.008905,0.130198,0.006904,0.052716,0.003616,0.201367,0.000733,0.128506,0.0,0.103645,0.000889,0.048753,0.003039,0.076676,0.003866,0.052273,0.00189,0.05367,0.001158,0.254391,0.015388,0.418314,0.048831,80
task_count_selection,mechanism_shift,1,0.447917,0.048478,0.452896,0.009713,0.415922,0.048684,0.235667,0.00212,0.173907,0.00226,0.13019,0.009035,0.130755,0.007063,0.053309,0.00368,0.201285,0.000527,0.128506,0.0,0.103645,0.000889,0.048398,0.00312,0.077156,0.003907,0.052159,0.001914,0.053496,0.001091,0.254911,0.015669,0.390816,0.060192,80
task_count_selection,mechanism_shift,2,0.44375,0.041068,0.452457,0.009482,0.412022,0.041263,0.236644,0.001921,0.177348,0.00194,0.129968,0.008943,0.130691,0.006947,0.052837,0.003553,0.201522,0.000764,0.128506,0.0,0.103645,0.000889,0.048669,0.003047,0.077184,0.003912,0.052049,0.001862,0.053152,0.001137,0.254405,0.015495,0.397614,0.050564,80
task_count_selection,mechanism_shift,3,0.460417,0.045104,0.450593,0.009728,0.429462,0.045177,0.237964,0.00208,0.173681,0.001924,0.129824,0.008876,0.130005,0.006919,0.053066,0.003328,0.202725,0.000696,0.128506,0.0,0.103645,0.000889,0.048768,0.002859,0.076889,0.003782,0.0518,0.00199,0.053433,0.000954,0.253861,0.015249,0.382934,0.052026,80
task_count_selection,mechanism_shift,4,0.464583,0.04452,0.451045,0.009462,0.43337,0.044733,0.237268,0.001851,0.173883,0.002103,0.130323,0.009035,0.130646,0.007002,0.053299,0.003659,0.202176,0.000668,0.128506,0.0,0.103645,0.000889,0.04824,0.003039,0.077031,0.003947,0.052606,0.001884,0.053156,0.001096,0.254957,0.015595,0.385459,0.050903,80
task_count_selection,mechanism_shift,5,0.49375,0.047723,0.452065,0.009728,0.461957,0.047713,0.236499,0.002245,0.174433,0.002092,0.129253,0.009135,0.129541,0.006996,0.053157,0.003408,0.201981,0.000628,0.128506,0.0,0.103645,0.000889,0.048719,0.002896,0.077024,0.003764,0.051837,0.002021,0.053375,0.001095,0.252988,0.015618,0.35777,0.050923,80
task_count_selection,mechanism_shift,6,0.454167,0.038095,0.452149,0.009515,0.421649,0.038506,0.235152,0.001856,0.175826,0.002087,0.129345,0.00914,0.129601,0.006969,0.053223,0.003607,0.201784,0.000622,0.128506,0.0,0.103645,0.000889,0.04877,0.00298,0.07727,0.003722,0.051611,0.001904,0.053184,0.001049,0.253157,0.015711,0.405045,0.044935,80
task_count_selection,mechanism_shift,7,0.460417,0.046214,0.452623,0.009782,0.428276,0.045972,0.236378,0.002323,0.177209,0.002132,0.129382,0.009054,0.129497,0.006913,0.053034,0.003716,0.202474,0.000615,0.128506,0.0,0.103645,0.000889,0.048635,0.002942,0.078011,0.003701,0.052202,0.001843,0.053485,0.001033,0.253021,0.015578,0.38753,0.052937,80
task_count_selection,mechanism_shift,8,0.458333,0.04948,0.451497,0.009875,0.426023,0.049626,0.235178,0.002031,0.176773,0.002158,0.12959,0.009148,0.129856,0.007129,0.053963,0.00355,0.20148,0.000667,0.128506,0.0,0.103645,0.000889,0.048951,0.003142,0.077148,0.003858,0.051905,0.002018,0.052891,0.001083,0.253964,0.015778,0.419893,0.053966,80
