method,split,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
dataset_card_compliance_selection,object_shift,9,0.539583,0.047297,0.560548,0.006075,0.560216,0.046969,0.446394,0.002005,0.334691,0.002355,0.061661,0.004945,0.077364,0.003339,0.034785,0.001601,0.144289,0.000708,0.213122,0.0,0.14047,0.000326,0.035946,0.00125,0.046827,0.001527,0.032214,0.000828,0.035351,0.000657,0.137076,0.007981,0.275651,0.047215,80
dataset_card_compliance_selection,embodiment_shift,0,0.53125,0.041129,0.546182,0.006377,0.547598,0.041043,0.437591,0.001883,0.330594,0.002298,0.067358,0.00528,0.086546,0.003988,0.036991,0.001946,0.14717,0.000784,0.215522,0.0,0.142281,0.000356,0.036946,0.001366,0.066177,0.002009,0.033535,0.000758,0.038499,0.000678,0.150763,0.008915,0.296757,0.044126,80
dataset_card_compliance_selection,embodiment_shift,1,0.5375,0.043087,0.546769,0.006394,0.553461,0.043303,0.435839,0.002044,0.333593,0.002262,0.068075,0.005323,0.085901,0.003986,0.03782,0.001852,0.146233,0.000628,0.215522,0.0,0.142281,0.000356,0.036531,0.001417,0.06632,0.002165,0.034135,0.000872,0.038309,0.000672,0.151411,0.008894,0.325059,0.047167,80
dataset_card_compliance_selection,embodiment_shift,2,0.566667,0.049854,0.545841,0.006469,0.58213,0.049613,0.43859,0.002133,0.331737,0.001934,0.068196,0.005414,0.086005,0.004047,0.036875,0.001923,0.14626,0.00067,0.215522,0.0,0.142281,0.000356,0.036729,0.001433,0.066283,0.001983,0.034047,0.000688,0.038055,0.000737,0.151137,0.009082,0.268179,0.048563,80
dataset_card_compliance_selection,embodiment_shift,3,0.552083,0.043329,0.545219,0.006564,0.568441,0.043556,0.439777,0.001975,0.330224,0.001863,0.068154,0.005357,0.085921,0.004009,0.038138,0.002017,0.146186,0.000694,0.215522,0.0,0.142281,0.000356,0.037035,0.001384,0.065939,0.002088,0.034064,0.000697,0.038384,0.000729,0.151664,0.009013,0.302266,0.049675,80
dataset_card_compliance_selection,embodiment_shift,4,0.547917,0.043948,0.54646,0.006347,0.563809,0.043426,0.438915,0.001964,0.331307,0.00233,0.067348,0.005216,0.086201,0.003858,0.037772,0.002,0.14675,0.000671,0.215522,0.0,0.142281,0.000356,0.036924,0.001465,0.065415,0.002004,0.034295,0.000755,0.038032,0.000681,0.150884,0.008755,0.294656,0.047455,80
dataset_card_compliance_selection,embodiment_shift,5,0.508333,0.043057,0.547275,0.006255,0.52511,0.043072,0.436674,0.002262,0.332568,0.002523,0.066828,0.005286,0.085295,0.003835,0.037359,0.002045,0.146084,0.00061,0.215522,0.0,0.142281,0.000356,0.036276,0.001342,0.065872,0.002091,0.034561,0.000916,0.038261,0.000613,0.149478,0.008802,0.324295,0.048983,80
dataset_card_compliance_selection,embodiment_shift,6,0.575,0.042266,0.545704,0.006301,0.590959,0.042353,0.437428,0.001711,0.331636,0.002073,0.067343,0.005392,0.085434,0.004025,0.037891,0.00191,0.146822,0.000632,0.215522,0.0,0.142281,0.000356,0.036985,0.001406,0.066343,0.002057,0.033755,0.000713,0.038356,0.000715,0.150364,0.008999,0.241487,0.043012,80
dataset_card_compliance_selection,embodiment_shift,7,0.541667,0.041703,0.546856,0.006225,0.557576,0.041651,0.43732,0.001642,0.331807,0.002206,0.067472,0.00528,0.08582,0.003799,0.037623,0.001988,0.146758,0.000624,0.215522,0.0,0.142281,0.000356,0.036877,0.001299,0.066187,0.002103,0.034248,0.000691,0.038139,0.000632,0.150648,0.008791,0.290378,0.049468,80
dataset_card_compliance_selection,embodiment_shift,8,0.55,0.048758,0.546415,0.006216,0.566237,0.049003,0.436993,0.001919,0.331476,0.002305,0.06817,0.005245,0.084896,0.003912,0.037256,0.002025,0.146724,0.00063,0.215522,0.0,0.142281,0.000356,0.037349,0.00141,0.065785,0.001917,0.033547,0.000791,0.038338,0.000638,0.15047,0.008868,0.286549,0.051222,80
dataset_card_compliance_selection,embodiment_shift,9,0.56875,0.045272,0.545037,0.006376,0.584165,0.045027,0.436457,0.001787,0.332001,0.002404,0.067184,0.005211,0.084978,0.003789,0.038172,0.001913,0.146915,0.000617,0.215522,0.0,0.142281,0.000356,0.036559,0.001546,0.065802,0.002136,0.033405,0.000784,0.037979,0.000721,0.150004,0.008685,0.247099,0.046611,80
dataset_card_compliance_selection,mechanism_shift,0,0.502083,0.042898,0.528806,0.007033,0.513436,0.04289,0.421731,0.001802,0.327242,0.0023,0.074623,0.00594,0.096411,0.00456,0.03828,0.0021,0.150053,0.000657,0.218402,0.0,0.144369,0.00038,0.037555,0.001427,0.052623,0.001617,0.035552,0.000799,0.040177,0.000667,0.166071,0.010039,0.324104,0.045442,80
dataset_card_compliance_selection,mechanism_shift,1,0.520833,0.045153,0.529966,0.006914,0.532327,0.045499,0.420893,0.002321,0.327381,0.00248,0.074816,0.005875,0.096178,0.004583,0.038102,0.002123,0.149085,0.000673,0.218402,0.0,0.144369,0.00038,0.037311,0.001426,0.052989,0.001512,0.035835,0.000732,0.040277,0.000594,0.166001,0.010016,0.289045,0.047703,80
dataset_card_compliance_selection,mechanism_shift,2,0.520833,0.044778,0.528551,0.006974,0.532223,0.044838,0.421936,0.002011,0.325928,0.002098,0.075092,0.005905,0.096166,0.004701,0.037478,0.001968,0.149002,0.000665,0.218402,0.0,0.144369,0.00038,0.037412,0.001355,0.053011,0.001752,0.03549,0.000837,0.040465,0.000747,0.165955,0.009999,0.295284,0.051075,80
dataset_card_compliance_selection,mechanism_shift,3,0.552083,0.042542,0.529173,0.007089,0.563526,0.04222,0.420903,0.001804,0.325916,0.002237,0.073423,0.005941,0.095506,0.004562,0.037952,0.002038,0.148619,0.000698,0.218402,0.0,0.144369,0.00038,0.03827,0.001499,0.05383,0.00165,0.035218,0.000741,0.040158,0.000733,0.164028,0.010005,0.274246,0.04712,80
dataset_card_compliance_selection,mechanism_shift,4,0.51875,0.044254,0.529243,0.006864,0.530082,0.04447,0.421047,0.00195,0.327303,0.002221,0.07457,0.005777,0.096166,0.004562,0.038903,0.002117,0.14927,0.000664,0.218402,0.0,0.144369,0.00038,0.036956,0.001495,0.053243,0.001677,0.035548,0.000783,0.040564,0.000668,0.166146,0.009938,0.292191,0.051723,80
dataset_card_compliance_selection,mechanism_shift,5,0.520833,0.040833,0.527975,0.007171,0.532241,0.040976,0.421412,0.001975,0.325576,0.002345,0.07431,0.006018,0.095867,0.004703,0.038742,0.001995,0.149656,0.000655,0.218402,0.0,0.144369,0.00038,0.037442,0.001331,0.053381,0.001577,0.035509,0.000848,0.040198,0.000755,0.165581,0.010198,0.288269,0.048364,80
dataset_card_compliance_selection,mechanism_shift,6,0.547917,0.046921,0.529815,0.007107,0.559542,0.047001,0.422488,0.002098,0.326983,0.002265,0.074731,0.005861,0.095316,0.004682,0.037924,0.002044,0.149411,0.000704,0.218402,0.0,0.144369,0.00038,0.0376,0.00154,0.053185,0.001568,0.034944,0.000756,0.039843,0.000768,0.165181,0.009985,0.290522,0.051441,80
dataset_card_compliance_selection,mechanism_shift,7,0.533333,0.044409,0.529089,0.007011,0.544945,0.044537,0.421365,0.002145,0.324809,0.002112,0.073856,0.005783,0.095325,0.004591,0.038572,0.002003,0.148775,0.000711,0.218402,0.0,0.144369,0.00038,0.037216,0.001548,0.052914,0.001706,0.036183,0.000783,0.040097,0.000664,0.164635,0.009821,0.28389,0.046226,80
dataset_card_compliance_selection,mechanism_shift,8,0.51875,0.048269,0.529092,0.006605,0.5298,0.04815,0.420172,0.00224,0.32618,0.002205,0.074576,0.005856,0.09596,0.004734,0.038423,0.001888,0.148941,0.000625,0.218402,0.0,0.144369,0.00038,0.038527,0.001406,0.053328,0.001527,0.035082,0.000762,0.040075,0.000693,0.165758,0.009931,0.324768,0.048721,80
dataset_card_compliance_selection,mechanism_shift,9,0.485417,0.041579,0.529282,0.0067,0.496869,0.042052,0.420403,0.002013,0.324941,0.002215,0.074643,0.005704,0.095502,0.004627,0.037859,0.002046,0.14976,0.000587,0.218402,0.0,0.144369,0.00038,0.036852,0.001344,0.053667,0.001586,0.03539,0.000725,0.040205,0.000626,0.165199,0.009849,0.323903,0.047409,80
dataset_card_compliance_selection,sensor_modality_shift,0,0.5125,0.043399,0.526028,0.007063,0.523366,0.043304,0.422976,0.00211,0.323838,0.002177,0.074204,0.005888,0.098976,0.004973,0.038951,0.002153,0.14973,0.00064,0.219362,0.0,0.14514,0.000398,0.03748,0.001594,0.055951,0.001674,0.035796,0.00082,0.040988,0.000676,0.167911,0.010301,0.319581,0.049714,80
dataset_card_compliance_selection,sensor_modality_shift,1,0.535417,0.041375,0.526378,0.006794,0.545629,0.041473,0.421648,0.001941,0.324523,0.002287,0.075239,0.005843,0.099337,0.00473,0.039089,0.002113,0.149917,0.000661,0.219362,0.0,0.14514,0.000398,0.03786,0.001657,0.05626,0.001695,0.036333,0.000792,0.041376,0.000747,0.169286,0.010106,0.297387,0.048008,80
dataset_card_compliance_selection,sensor_modality_shift,2,0.53125,0.043523,0.525675,0.006996,0.541952,0.043712,0.421954,0.001695,0.323413,0.002164,0.074629,0.005961,0.099661,0.004802,0.038938,0.002126,0.150503,0.000634,0.219362,0.0,0.14514,0.000398,0.037645,0.001579,0.055768,0.001852,0.036296,0.000804,0.041002,0.000738,0.168844,0.010292,0.306297,0.049437,80
dataset_card_compliance_selection,sensor_modality_shift,3,0.514583,0.045086,0.526679,0.006727,0.525284,0.045118,0.422826,0.001934,0.32641,0.001964,0.074855,0.005827,0.098876,0.005016,0.038629,0.002127,0.150745,0.000626,0.219362,0.0,0.14514,0.000398,0.037995,0.001511,0.055646,0.001694,0.036669,0.000757,0.041267,0.000657,0.168327,0.010269,0.326448,0.052892,80
dataset_card_compliance_selection,sensor_modality_shift,4,0.545833,0.042693,0.525301,0.006939,0.556651,0.042932,0.423104,0.002121,0.323044,0.00218,0.073721,0.00576,0.098469,0.004834,0.038684,0.002301,0.149364,0.00082,0.219362,0.0,0.14514,0.000398,0.038093,0.001635,0.055892,0.001721,0.036722,0.000751,0.040825,0.000717,0.166915,0.010151,0.289878,0.045727,80
dataset_card_compliance_selection,sensor_modality_shift,5,0.527083,0.03741,0.525961,0.006771,0.538009,0.037888,0.422925,0.00192,0.3227,0.002232,0.073729,0.005827,0.09832,0.004823,0.03942,0.002046,0.1502,0.000723,0.219362,0.0,0.14514,0.000398,0.038306,0.001472,0.056039,0.001652,0.036891,0.000754,0.040876,0.000645,0.167179,0.010039,0.278529,0.046927,80
dataset_card_compliance_selection,sensor_modality_shift,6,0.4875,0.051577,0.526077,0.007156,0.498396,0.051674,0.423925,0.001855,0.324044,0.002272,0.075149,0.005999,0.099634,0.004829,0.038707,0.00213,0.150257,0.000616,0.219362,0.0,0.14514,0.000398,0.037183,0.001462,0.05637,0.001671,0.036944,0.000877,0.041082,0.000744,0.169227,0.010367,0.317907,0.052874,80
dataset_card_compliance_selection,sensor_modality_shift,7,0.5125,0.040998,0.526966,0.006896,0.523174,0.04114,0.423486,0.002092,0.321969,0.002317,0.074802,0.005978,0.099265,0.004878,0.03932,0.002195,0.148909,0.00065,0.219362,0.0,0.14514,0.000398,0.037945,0.001575,0.056187,0.001781,0.036626,0.000778,0.041141,0.0007,0.168911,0.010366,0.313083,0.045166,80
dataset_card_compliance_selection,sensor_modality_shift,8,0.495833,0.044627,0.526885,0.006624,0.506865,0.04518,0.423048,0.001709,0.324204,0.002224,0.073892,0.005936,0.099212,0.004827,0.039714,0.002062,0.149969,0.000668,0.219362,0.0,0.14514,0.000398,0.038093,0.00146,0.056325,0.001731,0.036382,0.000866,0.041388,0.000805,0.168158,0.010214,0.346719,0.051769,80
dataset_card_compliance_selection,sensor_modality_shift,9,0.55625,0.046104,0.526669,0.006611,0.566625,0.046273,0.422481,0.001964,0.323743,0.002398,0.075138,0.005797,0.099384,0.00478,0.039554,0.002184,0.149805,0.000803,0.219362,0.0,0.14514,0.000398,0.038087,0.001477,0.056303,0.001652,0.037001,0.00076,0.041163,0.000721,0.169453,0.010093,0.283347,0.046238,80
dataset_card_compliance_selection,provenance_label_shift,0,0.51875,0.043484,0.523267,0.006813,0.527768,0.043294,0.418744,0.002038,0.321319,0.002624,0.075296,0.00583,0.10172,0.005039,0.040386,0.002333,0.15124,0.000791,0.220322,0.0,0.146747,0.000535,0.041332,0.001989,0.058761,0.001768,0.04718,0.000836,0.042326,0.000708,0.171779,0.010365,0.324414,0.050109,80
dataset_card_compliance_selection,provenance_label_shift,1,0.522917,0.038434,0.522127,0.006913,0.532303,0.038864,0.419836,0.001855,0.324087,0.002054,0.074592,0.005784,0.102615,0.004959,0.041293,0.002325,0.15065,0.000659,0.220322,0.0,0.146747,0.000535,0.041185,0.002028,0.058898,0.001774,0.047241,0.000757,0.042548,0.000706,0.1722,0.010323,0.284454,0.043369,80
dataset_card_compliance_selection,provenance_label_shift,2,0.504167,0.04648,0.52259,0.006984,0.513563,0.04673,0.419322,0.001846,0.322561,0.002123,0.074351,0.005915,0.101921,0.005178,0.040644,0.002223,0.150544,0.000608,0.220322,0.0,0.146747,0.000535,0.041421,0.001903,0.059155,0.001793,0.047097,0.000832,0.042236,0.00081,0.171114,0.010557,0.311428,0.052244,80
dataset_card_compliance_selection,provenance_label_shift,3,0.491667,0.041864,0.521817,0.006902,0.500803,0.042343,0.419458,0.001746,0.320747,0.002432,0.074282,0.005957,0.102291,0.005049,0.040566,0.002196,0.150387,0.000613,0.220322,0.0,0.146747,0.000535,0.040904,0.001967,0.059083,0.001997,0.047568,0.000791,0.042647,0.000722,0.171283,0.010407,0.334354,0.047915,80
dataset_card_compliance_selection,provenance_label_shift,4,0.514583,0.049375,0.523437,0.006767,0.523945,0.049395,0.420916,0.001956,0.322929,0.002401,0.074682,0.005927,0.101497,0.005231,0.040597,0.00225,0.150476,0.000631,0.220322,0.0,0.146747,0.000535,0.040784,0.001896,0.059212,0.001888,0.046959,0.000837,0.04226,0.000753,0.171103,0.010569,0.30917,0.050667,80
dataset_card_compliance_selection,provenance_label_shift,5,0.514583,0.050391,0.522026,0.00699,0.524162,0.050682,0.420805,0.002035,0.322138,0.002411,0.074685,0.005722,0.101914,0.005084,0.040598,0.002315,0.151261,0.000709,0.220322,0.0,0.146747,0.000535,0.041081,0.002118,0.058607,0.001794,0.046983,0.000837,0.042108,0.000727,0.17142,0.010314,0.295424,0.053655,80
dataset_card_compliance_selection,provenance_label_shift,6,0.529167,0.04417,0.522427,0.006851,0.538208,0.044282,0.419514,0.002145,0.322106,0.002243,0.07456,0.005935,0.101056,0.004932,0.040325,0.002345,0.149841,0.000706,0.220322,0.0,0.146747,0.000535,0.041218,0.002002,0.058952,0.001748,0.047418,0.000993,0.042071,0.0007,0.170515,0.010453,0.313091,0.051406,80
dataset_card_compliance_selection,provenance_label_shift,7,0.5,0.035822,0.522707,0.006742,0.509501,0.035664,0.419891,0.001753,0.32194,0.002365,0.07374,0.005911,0.101814,0.004883,0.040918,0.002367,0.150798,0.000761,0.220322,0.0,0.146747,0.000535,0.041484,0.001961,0.058815,0.001791,0.046827,0.001013,0.042092,0.00075,0.170559,0.010376,0.289689,0.050516,80
dataset_card_compliance_selection,provenance_label_shift,8,0.5,0.046124,0.5222,0.006803,0.508927,0.046258,0.420149,0.002167,0.321066,0.00212,0.074475,0.006053,0.10235,0.005105,0.04112,0.002213,0.150785,0.000673,0.220322,0.0,0.146747,0.000535,0.040965,0.002027,0.058622,0.001772,0.047231,0.000926,0.042169,0.000788,0.171798,0.010581,0.32313,0.051799,80
dataset_card_compliance_selection,provenance_label_shift,9,0.53125,0.047599,0.522511,0.006938,0.540728,0.048049,0.421414,0.001947,0.321783,0.002263,0.074633,0.005751,0.102315,0.005152,0.040375,0.002127,0.150726,0.000697,0.220322,0.0,0.146747,0.000535,0.041258,0.001953,0.05834,0.001836,0.046793,0.001027,0.042091,0.000712,0.171556,0.010275,0.27804,0.048758,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,0,0.504167,0.049642,0.502199,0.007512,0.50826,0.049932,0.411199,0.002129,0.314778,0.002273,0.083992,0.006762,0.113757,0.005905,0.043305,0.002527,0.154058,0.00064,0.223682,0.0,0.14895,0.000529,0.041185,0.00213,0.067386,0.002017,0.047289,0.000756,0.045571,0.000788,0.190962,0.012074,0.309461,0.054487,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,1,0.50625,0.04592,0.50172,0.007556,0.50974,0.046039,0.410582,0.002129,0.31584,0.002171,0.083771,0.006723,0.115398,0.005936,0.043606,0.002556,0.15304,0.000695,0.223682,0.0,0.14895,0.000529,0.040957,0.001929,0.067401,0.002099,0.047366,0.000852,0.045888,0.000775,0.192122,0.01203,0.345846,0.053031,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,2,0.495833,0.046115,0.502028,0.007573,0.49957,0.046081,0.411866,0.001945,0.31515,0.002336,0.083163,0.006734,0.114175,0.006031,0.043856,0.00255,0.15329,0.000546,0.223682,0.0,0.14895,0.000529,0.041574,0.002003,0.067337,0.002082,0.046756,0.000899,0.045714,0.000766,0.190722,0.01206,0.322912,0.048361,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,3,0.489583,0.046614,0.502038,0.007493,0.492725,0.046962,0.4096,0.00214,0.315671,0.002379,0.083796,0.006772,0.1145,0.005886,0.043584,0.002506,0.15358,0.00062,0.223682,0.0,0.14895,0.000529,0.040907,0.001908,0.067491,0.002086,0.046863,0.000825,0.045956,0.000825,0.191463,0.012021,0.299848,0.051972,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,4,0.50625,0.047011,0.501982,0.007765,0.509729,0.04715,0.41123,0.001753,0.313675,0.002362,0.083989,0.006775,0.113888,0.005867,0.043542,0.002507,0.153256,0.00077,0.223682,0.0,0.14895,0.000529,0.041744,0.002039,0.067667,0.002057,0.046849,0.000968,0.045452,0.000789,0.191176,0.011979,0.330375,0.050087,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,5,0.472917,0.047368,0.502059,0.007789,0.476313,0.047939,0.410771,0.001872,0.315729,0.002382,0.084112,0.006763,0.114269,0.005942,0.043313,0.002449,0.153183,0.000603,0.223682,0.0,0.14895,0.000529,0.041613,0.001963,0.067058,0.00204,0.047308,0.001004,0.046262,0.00075,0.19147,0.012066,0.365292,0.050789,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,6,0.522917,0.043387,0.501949,0.007695,0.526656,0.043534,0.41208,0.002395,0.315082,0.002187,0.083617,0.006576,0.114175,0.005931,0.043841,0.002548,0.153606,0.000671,0.223682,0.0,0.14895,0.000529,0.041082,0.002056,0.067724,0.002026,0.046791,0.000881,0.045864,0.000774,0.191168,0.011885,0.297655,0.049915,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,7,0.535417,0.040551,0.502221,0.007974,0.538854,0.041233,0.408384,0.001766,0.315871,0.002302,0.083886,0.00663,0.113801,0.005865,0.043159,0.002583,0.153154,0.000805,0.223682,0.0,0.14895,0.000529,0.041567,0.00192,0.067409,0.002087,0.046911,0.000933,0.045781,0.000774,0.190816,0.011852,0.321725,0.045113,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,8,0.470833,0.046407,0.503346,0.007745,0.475099,0.04689,0.411549,0.002329,0.315505,0.002078,0.083595,0.006673,0.114202,0.005865,0.043582,0.002596,0.153334,0.000679,0.223682,0.0,0.14895,0.000529,0.040989,0.001956,0.067911,0.002214,0.046351,0.000846,0.045631,0.000785,0.191038,0.011959,0.333487,0.052302,80
dataset_card_compliance_selection,heldout_combined_catalog_gap,9,0.49375,0.043659,0.502598,0.007586,0.497128,0.043936,0.411141,0.002306,0.313469,0.001916,0.084709,0.00661,0.114366,0.005827,0.043455,0.002575,0.153629,0.000662,0.223682,0.0,0.14895,0.000529,0.041291,0.001993,0.067797,0.002081,0.046938,0.000928,0.045731,0.000714,0.192211,0.011829,0.313739,0.050222,80
safety_event_mining_selection,nominal_catalog,0,0.6,0.047424,0.624905,0.00423,0.645712,0.046554,0.524632,0.002006,0.484373,0.002466,0.032848,0.002981,0.0422,0.001347,0.029769,0.001412,0.147867,0.000685,0.240697,0.0,0.164862,0.000416,0.038189,0.001445,0.043595,0.001804,0.03271,0.001023,0.026346,0.000524,0.079382,0.004378,0.251682,0.04631,80
safety_event_mining_selection,nominal_catalog,1,0.604167,0.046986,0.624419,0.00431,0.648211,0.045496,0.524007,0.002125,0.482532,0.0021,0.032924,0.003026,0.042159,0.001377,0.029773,0.001388,0.148544,0.000716,0.240697,0.0,0.164862,0.000416,0.037873,0.001653,0.043491,0.00175,0.032368,0.001093,0.026617,0.000556,0.07943,0.004368,0.24472,0.04846,80
safety_event_mining_selection,nominal_catalog,2,0.620833,0.041895,0.626159,0.004415,0.667147,0.041153,0.524177,0.001928,0.484134,0.001882,0.032199,0.002997,0.042087,0.001073,0.030185,0.001461,0.147825,0.000636,0.240697,0.0,0.164862,0.000416,0.037154,0.001512,0.043508,0.001825,0.032452,0.001087,0.026234,0.000573,0.078856,0.004014,0.21787,0.038917,80
safety_event_mining_selection,nominal_catalog,3,0.65,0.045237,0.625655,0.004294,0.694466,0.043929,0.524401,0.002113,0.485235,0.0024,0.032368,0.003047,0.041552,0.001337,0.029863,0.001232,0.148183,0.000686,0.240697,0.0,0.164862,0.000416,0.037413,0.001443,0.043317,0.001721,0.032844,0.0011,0.026341,0.00057,0.078464,0.00422,0.223067,0.044164,80
safety_event_mining_selection,nominal_catalog,4,0.627083,0.045847,0.626548,0.004368,0.67176,0.044397,0.526015,0.001898,0.484098,0.002341,0.032408,0.002989,0.04203,0.001315,0.030167,0.001384,0.148473,0.000594,0.240697,0.0,0.164862,0.000416,0.037496,0.001628,0.043282,0.001942,0.032879,0.001047,0.026123,0.000563,0.079014,0.004246,0.23496,0.045904,80
safety_event_mining_selection,nominal_catalog,5,0.633333,0.037839,0.625073,0.0045,0.679592,0.037064,0.524773,0.001998,0.482736,0.001777,0.032066,0.003049,0.041897,0.001313,0.029279,0.00148,0.148577,0.00063,0.240697,0.0,0.164862,0.000416,0.036721,0.001474,0.043314,0.00185,0.033068,0.001164,0.025942,0.000598,0.078128,0.004356,0.23337,0.038533,80
safety_event_mining_selection,nominal_catalog,6,0.625,0.043292,0.624384,0.004485,0.671269,0.042679,0.525707,0.001882,0.485101,0.001866,0.032468,0.002749,0.043144,0.0012,0.030273,0.001386,0.148744,0.000639,0.240697,0.0,0.164862,0.000416,0.038083,0.001552,0.043285,0.00164,0.032316,0.001158,0.026392,0.000497,0.079962,0.003942,0.221427,0.041137,80
safety_event_mining_selection,nominal_catalog,7,0.6,0.039241,0.625117,0.004436,0.646961,0.038826,0.524195,0.002219,0.482772,0.002055,0.031421,0.003075,0.041686,0.001155,0.029837,0.00126,0.148611,0.000744,0.240697,0.0,0.164862,0.000416,0.037712,0.001526,0.043027,0.001732,0.032839,0.001074,0.025987,0.0006,0.077604,0.004128,0.265137,0.044464,80
safety_event_mining_selection,nominal_catalog,8,0.65625,0.042839,0.625704,0.004768,0.699953,0.041299,0.524811,0.001863,0.484048,0.002195,0.032068,0.003137,0.04171,0.001216,0.029666,0.001258,0.149167,0.000649,0.240697,0.0,0.164862,0.000416,0.037214,0.001541,0.043175,0.00168,0.03273,0.001089,0.025748,0.000526,0.078184,0.004275,0.20752,0.043461,80
safety_event_mining_selection,nominal_catalog,9,0.658333,0.04572,0.624031,0.004235,0.701901,0.044367,0.52323,0.001946,0.483011,0.002157,0.0326,0.003112,0.042454,0.00133,0.029323,0.001173,0.148047,0.000664,0.240697,0.0,0.164862,0.000416,0.037298,0.001477,0.043608,0.001724,0.032663,0.001062,0.026455,0.000526,0.079103,0.004274,0.203616,0.041401,80
safety_event_mining_selection,task_shift,0,0.620833,0.039402,0.600304,0.004772,0.662379,0.038815,0.515702,0.002047,0.47084,0.001821,0.039798,0.003588,0.04983,0.00168,0.031217,0.001558,0.15279,0.000686,0.245977,0.0,0.168709,0.000463,0.039463,0.001734,0.047384,0.002086,0.035926,0.001158,0.029572,0.000624,0.092779,0.005183,0.211323,0.04178,80
safety_event_mining_selection,task_shift,1,0.61875,0.042383,0.599203,0.004759,0.658781,0.041373,0.516302,0.001809,0.472895,0.002248,0.04022,0.003579,0.050239,0.001723,0.031882,0.00144,0.153065,0.00066,0.245977,0.0,0.168709,0.000463,0.039253,0.001574,0.047799,0.002097,0.036448,0.001197,0.029847,0.000612,0.09384,0.005294,0.224807,0.043768,80
safety_event_mining_selection,task_shift,2,0.583333,0.049989,0.601452,0.004936,0.623223,0.049106,0.516078,0.002041,0.47328,0.001923,0.039913,0.003608,0.04946,0.001692,0.031782,0.001566,0.152454,0.000643,0.245977,0.0,0.168709,0.000463,0.038566,0.001591,0.047894,0.00205,0.036154,0.001151,0.02991,0.000589,0.092899,0.00531,0.263829,0.048703,80
safety_event_mining_selection,task_shift,3,0.575,0.044218,0.600268,0.00486,0.616074,0.043754,0.514391,0.001954,0.472313,0.002298,0.039552,0.003646,0.049334,0.001617,0.031501,0.001572,0.152846,0.000692,0.245977,0.0,0.168709,0.000463,0.03933,0.001641,0.04754,0.001923,0.036425,0.001074,0.029721,0.000589,0.092303,0.005271,0.26445,0.049752,80
safety_event_mining_selection,task_shift,4,0.572917,0.043426,0.599747,0.004765,0.614764,0.042953,0.515535,0.001964,0.472736,0.001977,0.039785,0.003627,0.048757,0.001471,0.032007,0.001548,0.152437,0.000755,0.245977,0.0,0.168709,0.000463,0.038544,0.001683,0.047446,0.002044,0.035712,0.00132,0.029855,0.000646,0.092356,0.005225,0.277088,0.048272,80
safety_event_mining_selection,task_shift,5,0.60625,0.045477,0.600422,0.005025,0.647244,0.044769,0.515887,0.002004,0.470474,0.002294,0.039381,0.003661,0.050489,0.001531,0.032016,0.001519,0.152946,0.000727,0.245977,0.0,0.168709,0.000463,0.038521,0.001726,0.04744,0.001972,0.036075,0.001229,0.029722,0.000643,0.093255,0.005225,0.197528,0.036391,80
safety_event_mining_selection,task_shift,6,0.63125,0.040551,0.599961,0.00487,0.671712,0.039685,0.516818,0.002002,0.472118,0.002268,0.039385,0.00377,0.050228,0.001702,0.031879,0.001412,0.152911,0.000638,0.245977,0.0,0.168709,0.000463,0.03837,0.001585,0.047468,0.002082,0.036487,0.001201,0.029599,0.000637,0.092995,0.005416,0.229128,0.042418,80
safety_event_mining_selection,task_shift,7,0.60625,0.041599,0.600506,0.004894,0.647701,0.041289,0.514547,0.001902,0.471494,0.002072,0.04021,0.003649,0.048883,0.001533,0.031348,0.001478,0.153249,0.000602,0.245977,0.0,0.168709,0.000463,0.03888,0.001578,0.047469,0.001992,0.035331,0.001097,0.029677,0.000559,0.092546,0.005229,0.245,0.041751,80
safety_event_mining_selection,task_shift,8,0.577083,0.041477,0.600392,0.004936,0.619376,0.041288,0.516149,0.002116,0.473043,0.002356,0.039202,0.00355,0.049355,0.001639,0.032051,0.001457,0.152367,0.000622,0.245977,0.0,0.168709,0.000463,0.038535,0.001704,0.047401,0.002073,0.035983,0.001201,0.029819,0.000603,0.092244,0.005237,0.281433,0.045646,80
