method,catalog_family,regime,split,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
safety_event_mining_selection,robonet_multi_robot_video,recovery_gap,provenance_label_shift,0.55,0.138165,0.572484,0.003723,0.578473,0.133905,0.481466,0.007079,0.452298,0.006179,0.046186,0.002584,0.064166,0.001018,0.036337,0.001757,0.159443,0.001201,0.256057,0.0,0.177159,0.0,0.044306,0.002063,0.055115,0.001693,0.057298,0.001685,0.036062,0.000923,0.112479,0.002845,0.294808,0.135807,10
safety_event_mining_selection,robonet_multi_robot_video,recovery_gap,heldout_combined_catalog_gap,0.633333,0.1809,0.557823,0.004102,0.656212,0.176097,0.475998,0.005373,0.441072,0.006016,0.050212,0.001898,0.065826,0.0027,0.036833,0.001936,0.164033,0.001782,0.259417,0.0,0.179357,0.0,0.044419,0.001094,0.062186,0.002264,0.055927,0.00228,0.039065,0.001157,0.117998,0.003845,0.245495,0.161358,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,nominal_catalog,0.683333,0.09045,0.642127,0.003365,0.732182,0.090672,0.525912,0.002655,0.482942,0.005049,0.031337,0.001474,0.039736,0.002909,0.026879,0.00194,0.148283,0.002551,0.240697,0.0,0.164899,0.0,0.038787,0.002571,0.041793,0.001885,0.032542,0.001697,0.026516,0.001319,0.074579,0.003273,0.204982,0.104066,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,task_shift,0.7,0.160033,0.61539,0.003568,0.730072,0.149883,0.511825,0.006771,0.473496,0.006436,0.036272,0.002555,0.048586,0.002804,0.031922,0.001382,0.153577,0.002053,0.245977,0.0,0.16875,0.0,0.038247,0.002333,0.044602,0.001433,0.035665,0.001978,0.02913,0.001434,0.088672,0.00425,0.200229,0.138083,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,object_shift,0.6,0.121254,0.604129,0.003588,0.64083,0.121654,0.508606,0.006635,0.465265,0.006238,0.040017,0.002911,0.050219,0.001848,0.031898,0.002472,0.156048,0.001962,0.248857,0.0,0.170869,0.0,0.038714,0.00097,0.046427,0.001986,0.035461,0.001905,0.029638,0.000691,0.09363,0.004272,0.224029,0.138076,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,embodiment_shift,0.516667,0.113683,0.593962,0.003235,0.553605,0.113715,0.501901,0.004205,0.460296,0.00544,0.043449,0.000934,0.055376,0.003094,0.03429,0.002623,0.158607,0.001078,0.251257,0.0,0.172782,0.0,0.041065,0.00127,0.064951,0.001381,0.040743,0.001512,0.032827,0.001061,0.102126,0.00234,0.313537,0.126861,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,mechanism_shift,0.566667,0.111045,0.578667,0.003768,0.600333,0.111315,0.488486,0.005977,0.458008,0.003305,0.047397,0.001846,0.061926,0.001556,0.034404,0.002927,0.161351,0.001492,0.254137,0.0,0.174948,0.0,0.041258,0.001701,0.052756,0.002444,0.040893,0.002829,0.034725,0.00133,0.111044,0.002325,0.200146,0.097393,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,sensor_modality_shift,0.533333,0.081485,0.574599,0.003496,0.566178,0.081423,0.487636,0.004977,0.453454,0.006461,0.045941,0.002777,0.064072,0.002209,0.035182,0.001909,0.16113,0.001297,0.255097,0.0,0.175787,0.0,0.041533,0.001275,0.056404,0.001542,0.044196,0.002357,0.035396,0.001541,0.111586,0.003067,0.306961,0.110325,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,provenance_label_shift,0.55,0.154377,0.571465,0.003603,0.581964,0.153902,0.485682,0.003822,0.453672,0.005047,0.045292,0.002403,0.06412,0.002394,0.035827,0.002606,0.161985,0.001594,0.256057,0.0,0.177905,0.0,0.048931,0.001214,0.057905,0.002161,0.057491,0.001592,0.038142,0.001379,0.111295,0.004349,0.316926,0.173832,10
safety_event_mining_selection,robonet_multi_robot_video,deformable_gap,heldout_combined_catalog_gap,0.466667,0.152444,0.55032,0.003929,0.49351,0.152433,0.473008,0.005651,0.446474,0.006617,0.054438,0.002916,0.068833,0.00429,0.038366,0.002459,0.164824,0.001526,0.259417,0.0,0.180098,0.0,0.048716,0.001814,0.065826,0.002476,0.060425,0.002102,0.039194,0.001016,0.125246,0.005262,0.366279,0.142994,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,nominal_catalog,0.65,0.058638,0.640265,0.003744,0.697424,0.057987,0.521308,0.006372,0.476824,0.005891,0.029051,0.00209,0.041717,0.002075,0.031531,0.001755,0.148631,0.002059,0.240697,0.0,0.165118,0.0,0.040124,0.001622,0.041127,0.001041,0.034694,0.001661,0.026055,0.001073,0.076104,0.003249,0.183369,0.080211,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,task_shift,0.566667,0.087111,0.618697,0.003806,0.609606,0.08687,0.51178,0.003719,0.475549,0.005048,0.033121,0.002386,0.053,0.002988,0.032236,0.002374,0.153837,0.001397,0.245977,0.0,0.168994,0.0,0.039256,0.001327,0.046461,0.001705,0.034434,0.002009,0.029312,0.000819,0.088989,0.004105,0.292431,0.083572,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,object_shift,0.65,0.149697,0.60532,0.002777,0.687285,0.145218,0.512497,0.00548,0.470914,0.004389,0.034259,0.003658,0.055585,0.002598,0.032988,0.002208,0.154999,0.001814,0.248857,0.0,0.171128,0.0,0.04188,0.001186,0.048391,0.001222,0.036525,0.001176,0.030507,0.00139,0.092442,0.005,0.223262,0.136841,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,embodiment_shift,0.633333,0.136002,0.591525,0.0045,0.665533,0.131887,0.501686,0.005155,0.461688,0.007231,0.045576,0.002286,0.059247,0.002895,0.037697,0.001466,0.157276,0.001211,0.251257,0.0,0.173062,0.0,0.041416,0.002314,0.065375,0.001824,0.042476,0.001742,0.032873,0.001374,0.108859,0.003484,0.209889,0.141612,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,mechanism_shift,0.6,0.121254,0.576445,0.003186,0.629403,0.11688,0.48247,0.006963,0.45837,0.006313,0.04559,0.001814,0.065413,0.002514,0.035752,0.002028,0.160025,0.002081,0.254137,0.0,0.175245,0.0,0.044316,0.001761,0.055012,0.001753,0.044254,0.001958,0.03475,0.000872,0.112525,0.003232,0.257215,0.10977,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,sensor_modality_shift,0.583333,0.087789,0.575944,0.005555,0.615431,0.087657,0.487421,0.003746,0.451835,0.00485,0.046866,0.00241,0.066465,0.001707,0.036873,0.001342,0.159962,0.001919,0.255097,0.0,0.176099,0.0,0.042552,0.002076,0.055371,0.001608,0.044842,0.002318,0.034439,0.001211,0.115151,0.002825,0.317883,0.109656,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,provenance_label_shift,0.633333,0.065333,0.573296,0.002908,0.664049,0.065575,0.483674,0.00805,0.448997,0.00783,0.046459,0.002609,0.065979,0.00225,0.038216,0.001927,0.161953,0.00213,0.256057,0.0,0.178327,0.0,0.047863,0.001873,0.059086,0.001441,0.058124,0.002305,0.036216,0.000994,0.115051,0.002902,0.154728,0.113333,10
safety_event_mining_selection,robonet_multi_robot_video,irreversible_side_effect_gap,heldout_combined_catalog_gap,0.583333,0.148105,0.55158,0.003345,0.607231,0.144889,0.476142,0.003409,0.448125,0.003621,0.051863,0.002927,0.073549,0.002485,0.041725,0.001794,0.166053,0.001107,0.259417,0.0,0.180517,0.0,0.048358,0.001363,0.068235,0.001728,0.060209,0.002044,0.039049,0.001323,0.127888,0.004055,0.222234,0.128866,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,nominal_catalog,0.633333,0.117277,0.644947,0.00412,0.677134,0.11096,0.518914,0.005771,0.487846,0.005252,0.027741,0.001729,0.04029,0.002514,0.026617,0.001923,0.14867,0.002063,0.240697,0.0,0.164832,0.0,0.038449,0.001336,0.042458,0.002355,0.03502,0.00176,0.025747,0.00112,0.071267,0.002603,0.216417,0.097421,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,task_shift,0.7,0.081485,0.620543,0.003014,0.744903,0.080925,0.517333,0.004446,0.476519,0.006412,0.032068,0.002549,0.048331,0.001926,0.030001,0.002352,0.151994,0.002513,0.245977,0.0,0.168676,0.0,0.038623,0.001978,0.045327,0.002428,0.035762,0.002673,0.029854,0.000933,0.083317,0.003597,0.166956,0.090806,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,object_shift,0.633333,0.117277,0.609342,0.003126,0.671255,0.1121,0.510077,0.006767,0.467399,0.005083,0.034293,0.001744,0.051773,0.002399,0.029464,0.002179,0.155386,0.001755,0.248857,0.0,0.170791,0.0,0.040221,0.001733,0.047464,0.000954,0.03794,0.002133,0.03147,0.00079,0.087855,0.002799,0.22917,0.127042,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,embodiment_shift,0.533333,0.126985,0.595184,0.002169,0.57123,0.127139,0.499951,0.006056,0.463542,0.004379,0.039737,0.002591,0.054119,0.002619,0.0335,0.001868,0.156832,0.00182,0.251257,0.0,0.172695,0.0,0.040494,0.001864,0.06484,0.00234,0.040922,0.001816,0.032788,0.000916,0.097076,0.003692,0.314745,0.176914,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,mechanism_shift,0.683333,0.164779,0.584867,0.004275,0.711665,0.159115,0.488921,0.004468,0.459545,0.005959,0.042839,0.003148,0.058274,0.002394,0.031966,0.002384,0.159294,0.001684,0.254137,0.0,0.174854,0.0,0.042405,0.001713,0.052845,0.001511,0.041171,0.001313,0.034452,0.001073,0.102527,0.003332,0.184994,0.138622,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,sensor_modality_shift,0.566667,0.072229,0.578738,0.004066,0.601131,0.072054,0.489968,0.005617,0.455832,0.008769,0.041477,0.001623,0.060761,0.00291,0.034766,0.001719,0.161646,0.00224,0.255097,0.0,0.175688,0.0,0.042026,0.001244,0.055712,0.002459,0.045454,0.001805,0.035541,0.001389,0.10443,0.003469,0.255611,0.112802,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,provenance_label_shift,0.516667,0.09045,0.575176,0.003044,0.549037,0.09073,0.485726,0.004294,0.449501,0.005968,0.043833,0.003226,0.062274,0.002484,0.036131,0.002642,0.159727,0.002233,0.256057,0.0,0.177775,0.0,0.046956,0.001901,0.057997,0.002003,0.059242,0.002197,0.03526,0.002014,0.108604,0.003773,0.33658,0.084695,10
safety_event_mining_selection,robonet_multi_robot_video,long_horizon_gap,heldout_combined_catalog_gap,0.516667,0.141556,0.556939,0.003975,0.54553,0.142161,0.477802,0.007524,0.448432,0.009627,0.048986,0.002425,0.067613,0.002,0.037412,0.000993,0.163484,0.002154,0.259417,0.0,0.179971,0.0,0.045771,0.002,0.066868,0.001592,0.05831,0.001767,0.037894,0.001086,0.118402,0.002479,0.315726,0.130578,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,nominal_catalog,0.583333,0.148105,0.635101,0.003733,0.625978,0.142126,0.526896,0.004322,0.484611,0.006183,0.031754,0.002143,0.039381,0.00401,0.0345,0.000971,0.148083,0.002154,0.240697,0.0,0.165724,0.0,0.041065,0.000884,0.057273,0.00184,0.033721,0.001632,0.027549,0.000922,0.07854,0.003799,0.277465,0.166944,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,task_shift,0.6,0.139446,0.608903,0.003635,0.641648,0.139045,0.513833,0.009201,0.476137,0.005233,0.037425,0.002255,0.050779,0.003251,0.037996,0.001949,0.151593,0.002769,0.245977,0.0,0.169668,0.0,0.041784,0.002492,0.061944,0.001617,0.038447,0.001345,0.030593,0.001386,0.094507,0.004401,0.260883,0.162755,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,object_shift,0.7,0.126985,0.599084,0.004853,0.736344,0.123281,0.516348,0.005906,0.466574,0.005244,0.041088,0.001233,0.049496,0.002049,0.038106,0.001244,0.155004,0.00204,0.248857,0.0,0.171842,0.0,0.040097,0.001923,0.065607,0.002149,0.039056,0.001602,0.031449,0.000793,0.097263,0.00143,0.157189,0.134742,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,embodiment_shift,0.666667,0.108889,0.582903,0.00355,0.699914,0.109047,0.504915,0.005412,0.45825,0.006549,0.052674,0.002383,0.055674,0.002633,0.047212,0.002056,0.156501,0.001107,0.251257,0.0,0.173838,0.0,0.043398,0.001807,0.093313,0.00226,0.042354,0.00204,0.036224,0.001447,0.118035,0.00379,0.187537,0.138723,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,mechanism_shift,0.516667,0.123674,0.573561,0.004019,0.547229,0.123716,0.484627,0.004299,0.451079,0.004687,0.051982,0.002867,0.05989,0.00289,0.041029,0.002386,0.159478,0.001576,0.254137,0.0,0.17607,0.0,0.045103,0.001629,0.075882,0.002076,0.044855,0.001404,0.036436,0.000749,0.117414,0.005589,0.301767,0.139139,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,sensor_modality_shift,0.583333,0.13987,0.569299,0.004062,0.612892,0.139731,0.484834,0.003702,0.448389,0.007587,0.051818,0.002401,0.061745,0.002716,0.043686,0.002212,0.160965,0.002046,0.255097,0.0,0.176964,0.0,0.045124,0.001592,0.079972,0.001567,0.04709,0.0013,0.038256,0.00127,0.11997,0.002752,0.246022,0.160814,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,provenance_label_shift,0.6,0.121254,0.562932,0.004311,0.625101,0.117724,0.485007,0.006104,0.446886,0.004585,0.055341,0.003464,0.064498,0.002291,0.045119,0.002347,0.162207,0.000951,0.256057,0.0,0.179495,0.0,0.052556,0.002079,0.08373,0.001613,0.062786,0.001257,0.039629,0.001096,0.126274,0.003075,0.204125,0.09778,10
safety_event_mining_selection,robonet_multi_robot_video,embodiment_schema_gap,heldout_combined_catalog_gap,0.516667,0.09045,0.546109,0.003373,0.539776,0.089931,0.475531,0.00559,0.443145,0.00583,0.061007,0.001856,0.070766,0.001671,0.050571,0.00207,0.164616,0.00122,0.259417,0.0,0.181677,0.0,0.051215,0.002291,0.094202,0.002411,0.061895,0.001054,0.041874,0.001719,0.139367,0.002314,0.174295,0.095379,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,nominal_catalog,0.616667,0.129298,0.635939,0.003731,0.657433,0.12377,0.523454,0.004624,0.479069,0.004335,0.033102,0.002243,0.042348,0.002578,0.035085,0.001688,0.148537,0.002687,0.240697,0.0,0.170116,0.0,0.057037,0.001351,0.047287,0.001269,0.04212,0.002194,0.027167,0.001457,0.082405,0.00226,0.235139,0.129639,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,task_shift,0.516667,0.149697,0.615105,0.003071,0.55339,0.144192,0.517572,0.005089,0.476771,0.005832,0.039991,0.001845,0.050205,0.001699,0.039111,0.002171,0.154394,0.001986,0.245977,0.0,0.174549,0.0,0.058706,0.001857,0.052858,0.001474,0.047666,0.002414,0.032759,0.001792,0.0972,0.002555,0.371303,0.147885,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,object_shift,0.616667,0.098,0.601136,0.002916,0.655578,0.098435,0.513125,0.005866,0.471976,0.006052,0.039902,0.001194,0.053195,0.001474,0.040149,0.002591,0.154306,0.002075,0.248857,0.0,0.177016,0.0,0.060444,0.001868,0.053404,0.001477,0.050642,0.001517,0.032519,0.000988,0.099872,0.001923,0.227705,0.099508,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,embodiment_shift,0.65,0.123674,0.586728,0.003169,0.683001,0.123367,0.503807,0.00258,0.463891,0.005677,0.049225,0.002998,0.059373,0.001623,0.045203,0.002107,0.157826,0.001559,0.251257,0.0,0.179475,0.0,0.062954,0.002112,0.074023,0.001757,0.053549,0.001544,0.036025,0.000829,0.116357,0.003915,0.200945,0.108038,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,mechanism_shift,0.616667,0.085045,0.573412,0.00284,0.646842,0.084855,0.486847,0.003937,0.452326,0.004429,0.051343,0.001864,0.059242,0.002145,0.042845,0.001508,0.157807,0.001946,0.254137,0.0,0.18207,0.0,0.065527,0.002612,0.060049,0.002225,0.053878,0.00117,0.036856,0.001089,0.117197,0.002592,0.148596,0.098458,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,sensor_modality_shift,0.516667,0.123674,0.567506,0.005247,0.546254,0.122677,0.488072,0.005143,0.460472,0.006342,0.052308,0.003178,0.062525,0.002202,0.045399,0.0017,0.15934,0.002302,0.255097,0.0,0.183258,0.0,0.066406,0.001689,0.064959,0.001483,0.057911,0.002333,0.036106,0.001121,0.121901,0.004332,0.252655,0.143888,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,provenance_label_shift,0.633333,0.081485,0.562275,0.004815,0.659228,0.081303,0.483868,0.00375,0.452773,0.006089,0.055864,0.002158,0.066847,0.002907,0.048338,0.002547,0.160605,0.001981,0.256057,0.0,0.187967,0.0,0.080543,0.001582,0.065749,0.001902,0.078128,0.001992,0.038791,0.001131,0.130168,0.003459,0.155468,0.08159,10
safety_event_mining_selection,robonet_multi_robot_video,provenance_label_gap,heldout_combined_catalog_gap,0.55,0.098,0.542706,0.004471,0.572014,0.09729,0.475971,0.005751,0.441651,0.004323,0.061006,0.001168,0.070446,0.002634,0.048866,0.002001,0.165249,0.001383,0.259417,0.0,0.190079,0.0,0.079382,0.001719,0.073249,0.002044,0.075962,0.001395,0.041571,0.001321,0.138274,0.002693,0.297831,0.129067,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,nominal_catalog,0.7,0.126985,0.622471,0.003566,0.739043,0.122492,0.525311,0.006518,0.486655,0.004994,0.046146,0.003049,0.045062,0.003076,0.038119,0.001766,0.150282,0.001947,0.240697,0.0,0.168871,0.0,0.05257,0.001543,0.050906,0.001667,0.040616,0.001678,0.029362,0.000979,0.099003,0.003625,0.163575,0.114339,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,task_shift,0.5,0.137735,0.596414,0.004464,0.533677,0.13202,0.517918,0.004958,0.474123,0.007239,0.055431,0.00399,0.054503,0.001698,0.0403,0.002018,0.15418,0.000845,0.245977,0.0,0.173165,0.0,0.053097,0.002149,0.060069,0.001731,0.045144,0.002065,0.032238,0.00077,0.116458,0.004702,0.396213,0.145793,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,object_shift,0.433333,0.099798,0.582854,0.005318,0.467172,0.099857,0.512074,0.003689,0.464261,0.008934,0.061801,0.002169,0.058994,0.001457,0.042204,0.001995,0.154579,0.001658,0.248857,0.0,0.17555,0.0,0.05429,0.001425,0.063817,0.001839,0.046736,0.001995,0.035311,0.000992,0.127149,0.002359,0.459515,0.097019,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,embodiment_shift,0.483333,0.076222,0.56368,0.00234,0.512388,0.07616,0.511383,0.00543,0.463353,0.00821,0.071951,0.002856,0.064348,0.002915,0.051221,0.00164,0.157046,0.001201,0.251257,0.0,0.177876,0.0,0.057687,0.002307,0.08541,0.002414,0.049399,0.00156,0.037221,0.001022,0.145823,0.004724,0.362002,0.125636,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,mechanism_shift,0.566667,0.099798,0.551408,0.004875,0.591144,0.099731,0.48836,0.007089,0.456828,0.005635,0.078923,0.002685,0.069379,0.001868,0.048699,0.001453,0.15805,0.002663,0.254137,0.0,0.180368,0.0,0.058132,0.001612,0.071055,0.001368,0.05343,0.00216,0.039483,0.00089,0.155306,0.002988,0.256697,0.136612,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,sensor_modality_shift,0.65,0.149697,0.543728,0.004736,0.670836,0.147157,0.488766,0.007286,0.4503,0.007175,0.078435,0.003149,0.072992,0.00234,0.050059,0.001946,0.159901,0.002599,0.255097,0.0,0.181472,0.0,0.060985,0.001947,0.073674,0.001563,0.05632,0.001981,0.040001,0.000941,0.158208,0.003842,0.224045,0.163804,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,provenance_label_shift,0.516667,0.123674,0.537716,0.003983,0.53808,0.123252,0.488991,0.004342,0.451571,0.005302,0.079583,0.003199,0.073802,0.003172,0.053398,0.001836,0.160791,0.001481,0.256057,0.0,0.185565,0.0,0.072289,0.002076,0.077479,0.002293,0.07402,0.001696,0.041547,0.000724,0.161634,0.005125,0.330563,0.106039,10
safety_event_mining_selection,robonet_multi_robot_video,combined_catalog_gap,heldout_combined_catalog_gap,0.483333,0.113683,0.521297,0.002161,0.498786,0.113614,0.473679,0.008118,0.441801,0.005299,0.090893,0.002258,0.077447,0.002185,0.05538,0.001459,0.164693,0.001903,0.259417,0.0,0.187698,0.0,0.072197,0.001123,0.089091,0.001401,0.074129,0.001561,0.044633,0.00159,0.176668,0.003336,0.420448,0.129469,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,nominal_catalog,0.583333,0.121741,0.656142,0.004233,0.633106,0.113587,0.525531,0.007642,0.482659,0.005969,0.006603,0.002193,0.033708,0.001866,0.020717,0.001947,0.146885,0.001462,0.240697,0.0,0.162518,0.0,0.029054,0.002232,0.033534,0.001056,0.02775,0.002195,0.023909,0.001233,0.042243,0.003045,0.271781,0.110049,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,task_shift,0.616667,0.138165,0.637043,0.0038,0.663686,0.131947,0.517101,0.005222,0.471405,0.006193,0.007418,0.00255,0.034149,0.001936,0.022451,0.001408,0.15248,0.002154,0.245977,0.0,0.166104,0.0,0.029565,0.002283,0.034166,0.001818,0.029506,0.002781,0.027052,0.001368,0.044256,0.003185,0.277605,0.11288,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,object_shift,0.766667,0.099798,0.627155,0.002236,0.807528,0.09059,0.513061,0.006869,0.471472,0.007312,0.00641,0.002857,0.034723,0.002035,0.021288,0.001617,0.156049,0.001718,0.248857,0.0,0.168064,0.0,0.030695,0.002113,0.038765,0.001824,0.033498,0.002324,0.027752,0.001381,0.043096,0.004227,0.038281,0.043197,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,embodiment_shift,0.65,0.102726,0.620524,0.00374,0.698604,0.102453,0.502618,0.00584,0.467487,0.00644,0.008319,0.001843,0.033319,0.002603,0.023478,0.00096,0.157113,0.002494,0.251257,0.0,0.169727,0.0,0.030751,0.001548,0.047867,0.00146,0.035707,0.001687,0.030192,0.001146,0.045048,0.002811,0.167127,0.094503,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,mechanism_shift,0.65,0.102726,0.608574,0.004381,0.695939,0.102513,0.487052,0.005401,0.460224,0.003959,0.007962,0.003201,0.034918,0.003431,0.023833,0.001517,0.157819,0.001623,0.254137,0.0,0.171696,0.0,0.031783,0.001469,0.040708,0.00135,0.036103,0.001469,0.030173,0.001347,0.046067,0.005313,0.19049,0.092864,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,sensor_modality_shift,0.566667,0.121254,0.604952,0.002334,0.607549,0.114532,0.489286,0.002807,0.455296,0.005642,0.007138,0.002232,0.036553,0.002586,0.023072,0.001624,0.162596,0.001886,0.255097,0.0,0.172376,0.0,0.029745,0.001628,0.043722,0.001974,0.037759,0.001898,0.031671,0.001069,0.046089,0.004221,0.252821,0.120513,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,provenance_label_shift,0.666667,0.084345,0.602828,0.003032,0.710399,0.084567,0.484951,0.004741,0.447766,0.006252,0.010074,0.002753,0.036705,0.001769,0.022341,0.002733,0.163231,0.002135,0.256057,0.0,0.173312,0.0,0.032088,0.002223,0.043952,0.001495,0.048961,0.001465,0.03235,0.001037,0.048773,0.00319,0.186612,0.109899,10
safety_event_mining_selection,bridge_data_mobile_manipulation,nominal_metadata,heldout_combined_catalog_gap,0.666667,0.084345,0.587082,0.003387,0.708248,0.084207,0.478947,0.006393,0.443162,0.005652,0.010064,0.002083,0.038531,0.002319,0.023909,0.001629,0.162962,0.00175,0.259417,0.0,0.175543,0.0,0.033388,0.001639,0.052197,0.002914,0.048545,0.002344,0.033768,0.001427,0.050916,0.003223,0.172454,0.065863,10
safety_event_mining_selection,bridge_data_mobile_manipulation,contact_transition_gap,nominal_catalog,0.5,0.153992,0.641617,0.003275,0.545468,0.147286,0.527917,0.005541,0.483534,0.006466,0.027538,0.002149,0.040061,0.001652,0.025205,0.001327,0.147533,0.001317,0.240697,0.0,0.163459,0.0,0.03492,0.001314,0.037405,0.001639,0.029283,0.002201,0.025363,0.000974,0.070186,0.002907,0.342683,0.139933,10
safety_event_mining_selection,bridge_data_mobile_manipulation,contact_transition_gap,task_shift,0.75,0.13112,0.617952,0.003057,0.786935,0.124295,0.517821,0.004338,0.468714,0.005666,0.029329,0.002088,0.044649,0.002239,0.026008,0.001551,0.153999,0.002362,0.245977,0.0,0.167151,0.0,0.034655,0.001978,0.039366,0.002004,0.034198,0.001512,0.027933,0.001316,0.07582,0.003371,0.154232,0.120507,10
safety_event_mining_selection,bridge_data_mobile_manipulation,contact_transition_gap,object_shift,0.783333,0.069723,0.601769,0.003669,0.8224,0.064639,0.510458,0.003901,0.469621,0.006247,0.034646,0.002981,0.04966,0.002009,0.025182,0.00183,0.155376,0.001466,0.248857,0.0,0.169174,0.0,0.034513,0.002116,0.04114,0.001526,0.034331,0.00278,0.029242,0.001478,0.084483,0.004065,0.118032,0.069358,10
safety_event_mining_selection,bridge_data_mobile_manipulation,contact_transition_gap,embodiment_shift,0.633333,0.081485,0.59275,0.003976,0.672444,0.081669,0.500601,0.005261,0.458009,0.006161,0.039074,0.001882,0.053609,0.00304,0.027817,0.001268,0.157266,0.001107,0.251257,0.0,0.170934,0.0,0.03487,0.00162,0.054374,0.002104,0.035745,0.002454,0.031359,0.001789,0.09319,0.002792,0.150932,0.065161,10
safety_event_mining_selection,bridge_data_mobile_manipulation,contact_transition_gap,mechanism_shift,0.616667,0.129298,0.575271,0.003148,0.648459,0.125076,0.484385,0.004195,0.454648,0.005988,0.045383,0.002994,0.057324,0.002182,0.027055,0.002478,0.158925,0.001337,0.254137,0.0,0.17298,0.0,0.033771,0.001895,0.046644,0.002088,0.040072,0.00302,0.034,0.000971,0.101904,0.003999,0.195347,0.15183,10
safety_event_mining_selection,bridge_data_mobile_manipulation,contact_transition_gap,sensor_modality_shift,0.5,0.084345,0.573467,0.004246,0.536143,0.084776,0.489139,0.004725,0.458409,0.006996,0.043302,0.001947,0.058049,0.002095,0.028203,0.001682,0.159946,0.001943,0.255097,0.0,0.173723,0.0,0.034689,0.001513,0.049147,0.001196,0.040376,0.00099,0.034797,0.000946,0.10094,0.002274,0.327455,0.139394,10
